EmpID,Age,Department,Education,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,Satisfied_in_job,MonthlyIncome,PerformanceRating
RM1054,57,Research & Development,2,Male,4,2,Research Scientist,3,Yes,4900,4
RM099,58,Sales,4,Male,3,4,Sales Executive,3,Yes,13872,3
RM127,58,Research & Development,4,Female,3,3,Healthcare Representative,4,Yes,10312,3
RM158,58,Research & Development,3,Female,2,1,Research Scientist,2,No,3346,4
RM309,58,Research & Development,4,Male,1,2,Healthcare Representative,3,Yes,5660,3
RM596,58,Research & Development,4,Male,3,5,Research Director,2,No,19246,3
RM661,58,Research & Development,1,Male,2,1,Laboratory Technician,4,Yes,2380,3
RM675,58,Research & Development,3,Female,2,3,Healthcare Representative,2,No,10552,3
RM701,58,Research & Development,3,Male,3,1,Research Scientist,3,Yes,2479,4
RM939,58,Research & Development,4,Male,3,1,Research Scientist,3,Yes,2372,3
RM967,58,Research & Development,4,Female,2,3,Manufacturing Director,1,No,10008,3
RM1010,58,Research & Development,3,Female,3,5,Research Director,1,No,19701,4
RM1302,58,Sales,3,Male,3,4,Manager,2,No,16291,4
RM1311,58,Research & Development,4,Male,3,4,Research Director,3,Yes,15787,3
RM1375,58,Sales,3,Female,3,4,Manager,4,Yes,17875,3
RM007,59,Research & Development,3,Female,4,1,Laboratory Technician,1,No,2670,4
RM064,59,Sales,3,Female,3,3,Sales Executive,1,No,7637,3
RM071,59,Sales,1,Female,2,2,Sales Executive,3,Yes,5473,3
RM106,59,Human Resources,4,Female,2,5,Manager,4,Yes,18844,4
RM226,59,Research & Development,3,Male,2,1,Research Scientist,4,Yes,2177,3
RM233,59,Human Resources,2,Male,3,1,Human Resources,3,Yes,2267,3
RM744,59,Research & Development,3,Female,2,4,Manufacturing Director,4,Yes,13726,3
RM759,59,Sales,2,Male,3,3,Manager,4,Yes,11904,3
RM898,59,Sales,3,Female,2,2,Sales Executive,4,Yes,5171,3
RM920,59,Research & Development,4,Male,3,3,Manufacturing Director,4,Yes,10512,3
RM412,60,Research & Development,3,Female,3,5,Manager,1,No,19566,3
RM428,60,Sales,3,Female,2,3,Sales Executive,1,No,10266,3
RM537,60,Sales,4,Male,3,2,Sales Executive,1,No,5405,3
RM880,60,Sales,4,Male,4,2,Sales Executive,4,Yes,5220,3
RM1210,60,Research & Development,4,Male,1,3,Healthcare Representative,4,Yes,10883,4
